path	author	header	created	sphere    	topic	style	audience_age	audience_level    	audience_size	source	publication	publ_year    	medium	country	region	language
.\paper\plain\2017\10\142.txt	Super User	&quot;Осенний калейдоскоп&quot;	25.10.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1485	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\10\143.txt	Super User	Пожары в октябре	25.10.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1486	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\10\144.txt	Super User	Более чем успешно	25.10.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1487	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\10\145.txt	Super User	Ключи от новеньких квартир	26.10.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1488	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\10\146.txt	Super User	Будни местных органов власти	26.10.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1489	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\10\147.txt	Super User	Урюпинцы отметили Покров	26.10.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1490	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\10\148.txt	Super User	Упавшая звезда	27.10.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1491	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\10\149.txt	Super User	Экскурсия в мир медицины	27.10.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1492	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\10\150.txt	Super User	В новом году будем с обновленным сквером	27.10.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1493	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\10\151.txt	Super User	Не решайте сами, решат за вас	27.10.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1494	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
